epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
282,114144,0.4421,0.17034,0.00048,0.98213,0.86172,0.93947,0.88291,0.60166,0.573,0.00123,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727
283,114805,0.43603,0.16936,0.00048,0.98208,0.86188,0.93931,0.88297,0.60089,0.57224,0.00123,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
284,115465,0.43812,0.16827,0.00048,0.97089,0.8703,0.93939,0.88309,0.60104,0.57258,0.00123,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661
285,116125,0.43419,0.16777,0.00048,0.98345,0.86167,0.93927,0.88295,0.60138,0.57293,0.00124,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
286,116789,0.43342,0.1684,0.00048,0.96814,0.87234,0.93924,0.88315,0.60019,0.57141,0.00123,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
287,117450,0.42699,0.1648,0.00047,0.98223,0.86213,0.93932,0.88327,0.59996,0.57264,0.00123,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
288,118110,0.42582,0.16632,0.00047,0.96824,0.87188,0.93927,0.88351,0.59935,0.57418,0.00123,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529
289,681.813,0.42341,0.16274,0.00046,0.96892,0.87194,0.93927,0.88364,0.59907,0.57189,0.00123,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
290,1339.85,0.42292,0.16044,0.00046,0.98361,0.86111,0.93939,0.88377,0.59895,0.57143,0.00123,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463
291,1998.16,0.36386,0.11577,0.00043,0.97189,0.87132,0.93942,0.884,0.59829,0.56915,0.00123,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
292,2655.83,0.35135,0.11241,0.00041,0.97309,0.87071,0.93941,0.88427,0.59759,0.57015,0.00123,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
293,3313.68,0.34709,0.11176,0.00041,0.97263,0.87095,0.9395,0.88427,0.59692,0.56899,0.00122,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
294,3970.94,0.33741,0.10851,0.0004,0.97325,0.8695,0.93954,0.88465,0.59655,0.56851,0.00122,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331
295,4628.32,0.33927,0.10909,0.0004,0.97459,0.86964,0.93964,0.88465,0.59611,0.56754,0.00122,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
296,5285.79,0.33354,0.10743,0.00039,0.9745,0.86887,0.93956,0.88472,0.59592,0.56775,0.00122,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
297,5943.32,0.33144,0.10628,0.00039,0.97413,0.86919,0.93958,0.88476,0.59485,0.56651,0.00122,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
298,6600.64,0.3298,0.10601,0.00039,0.97263,0.87092,0.93961,0.88508,0.59447,0.56708,0.00122,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
299,7258.08,0.32916,0.10569,0.00038,0.97136,0.87269,0.93973,0.88528,0.59399,0.56738,0.00122,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
300,7915.62,0.32647,0.10526,0.00038,0.97206,0.87194,0.93951,0.88527,0.59428,0.56833,0.00122,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133
